"Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,4,9
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",11,6,5
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",6,6,0
"Santé - Arago","48,8350765756206","2,34157372620449",12,6,6
"François Ponsard - La Muette ","48,8583666","2,2744515",14,0,14
"Paul Valery - Victor Hugo","48,8713740608016","2,28871285915375",12,0,12
"Sablons - Georges Mandel","48,863875","2,28189",14,0,14
"Porte Maillot - Pereire","48,877775","2,284444",2,0,2
"Damrémont - Caulaincourt","48,8871450907874","2,33258809894323",12,0,12
"Cimetière de Montmartre","48,886472466142","2,3328901827335",14,0,14
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",13,0,13
"Belleville - Télégraphe","48,8756045","2,3995549",14,0,14
"Belleville - Pyrénées","48,8741908","2,3860039",12,8,4
"Pyrénées - Ménilmontant","48,8693268535238","2,39508457481861",9,3,6
"Bagnolet - Place Saint-Blaise","48,85973","2,40334",8,4,4
"Repos - Cimetière du Père Lachaise","48,859358523593","2,3896131366845",13,0,13
"Jean Bleuzen - Square du 11 Novembre","48,8232579","2,2965213",7,4,3
"Division Leclerc - Kléber","48,798666226364","2,2833752789972",8,8,0
"Gare de Courbevoie","48,8993867","2,2506506",7,0,7
"Raspail - Manufacture des Oeillets","48,8094458","2,3903009",11,9,2
"Danielle Casanova - Ledru-Rollin","48,8157834978768","2,38325972110033",15,10,5
"Stalingrad - Germaine Tailleferre","48,8025720048132","2,37866912037134",12,5,7
"Gare RER de Vincennes","48,8475630151261","2,43338316679001",15,9,6
"Lebrun - Colonel Fabien ","48,7826687073315","2,38131780177355",13,10,3
"Beaujon - Wagram","48,875352455985","2,2964416444302",9,0,9
"Square d'Anvers","48,882633484311","2,3448844062122",15,9,6
